metric,mk_tau,mk_p,sen_slope,lin_slope,lin_r2,lin_p,pois_slope,pois_r2,pois_p,mw_p,mw_meanGroup1,mw_meanGroup2,mw_medianGroup1,mw_medianGroup2,n_yrGroup1,n_yrGroup2,gage_ID
swe.p_jas,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,7261000
p.pet_ond,-0.135135135,0.237301321,-0.017923842,-0.012406565,0.026681702,0.327138532,NA,NA,NA,0.222961226,2.073727258,1.82035426,2.165876777,1.626262626,19,19,7261000
swe.p_ond,0.214285714,0.047530056,0,4.99E-04,0.105606237,0.053129487,NA,NA,NA,0.05296926,0.003132339,0.012949785,0,0.002875546,18,18,7261000
annualnoflowdays,0.23697479,0.021352689,0,1.060498979,0.128657504,0.034349466,0.064426237,0.128657504,6.84E-56,0.001336946,3,31.63157895,0,22,16,16,7261500
zeroflowfirst,-0.294871795,0.178722004,-3,-0.74681315,0.033136871,0.551700941,-0.005325776,0.033136871,0.05163719,NA,128,135.5833333,128,146,1,1,7261500
peak2z_length,-0.076923077,0.760332308,-0.464285714,-0.753102986,0.080858275,0.346400173,NA,NA,NA,NA,77,29.91666667,77,23,1,1,7261500
p_mm_cy,0.035561878,0.762861164,0.65625,0.855345224,0.001641662,0.809150723,NA,NA,NA,0.817463305,1445,1412.736842,1431,1443,19,19,7261500
p_mm_amj,0.062588905,0.588759443,0.9,0.720866616,0.004344561,0.69419261,NA,NA,NA,0.511233803,422.7894737,435.7368421,411,483,19,19,7261500
p_mm_jas,0.073968706,0.521381174,0.85,1.213918372,0.021744255,0.376977674,NA,NA,NA,0.569133081,295.7894737,294.9473684,293,290,19,19,7261500
p_mm_ond,-0.12802276,0.263145276,-3.222222222,-2.405405405,0.029197548,0.305026972,NA,NA,NA,0.29998282,413.9473684,362.4210526,435,365,19,19,7261500
p_mm_jfm,0.051209104,0.659849456,1.142857143,1.325965642,0.022225866,0.371686371,NA,NA,NA,0.883923204,312.4736842,319.6315789,307,301,19,19,7261500
pet_mm_cy,0.187766714,0.099547833,2.291666667,3.329029434,0.094766469,0.060078159,NA,NA,NA,0.045505706,1286.315789,1368.947368,1281,1328,19,19,7261500
pet_mm_amj,0.174964438,0.124846976,0.794117647,1.006893533,0.085090924,0.075570589,NA,NA,NA,0.16982881,419.5263158,438.8947368,419,428,19,19,7261500
pet_mm_jas,0.119487909,0.296617005,0.65,1.20625889,0.052413269,0.166794854,NA,NA,NA,0.042420818,456.8421053,494,451,485,19,19,7261500
pet_mm_ond,0.211948791,0.062711655,0.823529412,0.908523909,0.12738674,0.027829756,NA,NA,NA,0.018738556,193.7894737,215.5263158,193,215,19,19,7261500
pet_mm_jfm,0.058321479,0.614883559,0.2,0.207353102,0.008518139,0.581558187,NA,NA,NA,0.539683914,216.1578947,220.5263158,215,221,19,19,7261500
T_max_c_cy,0.032716927,0.782101161,0.004876712,0.011154851,0.011437174,0.52277998,NA,NA,NA,0.583204246,22.21391473,22.49531083,22.17972603,22.53150685,19,19,7261500
T_max_c_amj,-0.027027027,0.820972542,-0.003196804,0.003225399,8.63E-04,0.861008687,NA,NA,NA,0.908139053,26.53175246,26.59757085,26.87252747,26.18791209,19,19,7261500
T_max_c_jas,-0.035561878,0.762861164,-0.004710143,0.007484526,0.00181598,0.799470593,NA,NA,NA,0.623543823,31.71905034,32.20434783,31.97173913,31.96847826,19,19,7261500
T_max_c_ond,0.173541963,0.128179376,0.024209485,0.032252363,0.062117519,0.13130275,NA,NA,NA,0.059678116,16.53186499,17.2062357,16.87608696,17.21521739,19,19,7261500
T_max_c_jfm,0.038406828,0.743766572,0.005383918,0.001444643,1.09E-04,0.950294692,NA,NA,NA,1,13.95943963,13.85326907,13.62527473,13.80777778,19,19,7261500
T_min_c_cy,0.257467994,0.023639212,0.025688912,0.023177308,0.1351181,0.023184203,NA,NA,NA,0.03713018,9.227987992,9.64374248,9.207123288,9.723561644,19,19,7261500
T_min_c_amj,0.280227596,0.013736034,0.027672328,0.026732672,0.107030203,0.044973805,NA,NA,NA,0.009047052,13.44696356,14.10757664,13.43956044,14.12527473,19,19,7261500
T_min_c_jas,0.285917496,0.011924155,0.036058601,0.029873761,0.132700672,0.02454762,NA,NA,NA,0.015409464,18.20737986,18.78924485,18.27826087,18.9,19,19,7261500
T_min_c_ond,0.129445235,0.257856722,0.02526087,0.023661494,0.050292968,0.175873348,NA,NA,NA,0.385423739,4.224199085,4.554004577,4.063043478,4.542391304,19,19,7261500
T_min_c_jfm,0.076813656,0.505178713,0.013786008,0.012279348,0.009501064,0.560443058,NA,NA,NA,0.883935817,0.919134374,1.008000771,1.047777778,0.940659341,19,19,7261500
pcumdist10days,-0.027027027,0.820647136,-0.032258065,-0.056242477,0.003455012,0.7259338,-0.001659438,0.003455012,0.51375121,0.918496905,34.21052632,33.57894737,32,32,19,19,7261500
pcumdist50days,-0.110953058,0.332911415,-0.555555556,-0.538461538,0.032465187,0.279031907,-0.003016363,0.032465187,0.006455627,0.430470031,182.8947368,174.2105263,188,172,19,19,7261500
pcumdist90days,0.086770982,0.45027842,0.166666667,0.169383959,0.012849673,0.498011194,5.19E-04,0.012849673,0.526212225,0.609199938,324.9473684,327.7894737,328,331,19,19,7261500
swe_mm_cy,-0.021021021,0.864676434,0,0.0580844,0.005206826,0.671265979,NA,NA,NA,0.726284767,9.555555556,11.52631579,9,7,18,18,7261500
swe_mm_amj,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,7261500
swe_mm_jas,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,7261500
swe_mm_ond,0.122222222,0.266474867,0,0.194465894,0.093125863,0.070324012,NA,NA,NA,0.104104591,1.888888889,5.722222222,0,3.5,18,18,7261500
swe_mm_jfm,0.011111111,0.934624642,0,0.059202059,0.005354726,0.671470759,NA,NA,NA,0.811896893,8.666666667,10.22222222,6,6,18,18,7261500
srad_wm2_cy,0.359886202,0.001534282,0.289501173,0.263175817,0.274282399,7.40E-04,NA,NA,NA,2.47E-04,186.8568696,193.2113277,186.2595628,193.660274,19,19,7261500
srad_wm2_amj,0.305832148,0.007136907,0.472527475,0.428079634,0.196824257,0.005271906,NA,NA,NA,0.016776766,243.5772123,251.8791209,241.0879121,254.010989,19,19,7261500
srad_wm2_jas,0.311522048,0.006131308,0.413043481,0.348212629,0.128748198,0.026949603,NA,NA,NA,6.16E-04,243.7236842,254.791762,243.1956522,253.9456522,19,19,7261500
srad_wm2_ond,0.217638691,0.056013638,0.22826087,0.201540698,0.107652536,0.044318655,NA,NA,NA,0.061157963,124.7459954,128.8586957,125.6413043,129.0543478,19,19,7261500
srad_wm2_jfm,0.156472262,0.170547744,0.132407408,0.073551502,0.015916866,0.4503936,NA,NA,NA,0.136483795,134.9772508,136.8820834,134.3666667,139.1111111,19,19,7261500
p.pet_cy,-0.083926031,0.465897388,-0.002649888,-0.001830942,0.008518032,0.581560571,NA,NA,NA,0.145803334,1.13286344,1.044716977,1.176330421,0.992550143,19,19,7261500
swe.p_cy,-0.001501502,1,-5.79E-07,6.12E-05,0.010485736,0.546452595,NA,NA,NA,0.648512329,0.006594487,0.008480005,0.006086566,0.005189029,18,18,7261500
p.pet_jfm,0.058321479,0.615051322,0.004363011,0.004568022,0.009539007,0.559657399,NA,NA,NA,0.772929313,1.479228167,1.473167178,1.34741784,1.259259259,19,19,7261500
swe.p_jfm,-0.026984127,0.827327827,-7.61E-05,3.84E-04,0.011695864,0.530115377,NA,NA,NA,0.987369608,0.030035669,0.039984708,0.02101391,0.014612628,18,18,7261500
p.pet_amj,-0.044096728,0.706056827,-0.001502096,-8.07E-04,8.25E-04,0.864064218,NA,NA,NA,0.839957572,1.023446319,1.004391398,1.030379747,1.029411765,19,19,7261500
swe.p_amj,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,7261500
p.pet_jas,0.027027027,0.820972542,5.61E-04,0.001116818,0.002639392,0.759361112,NA,NA,NA,0.283646276,0.663138395,0.614277321,0.654101996,0.540659341,19,19,7261500
swe.p_jas,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,7261500
p.pet_ond,-0.163584637,0.151801506,-0.021126374,-0.01879393,0.059955463,0.138434797,NA,NA,NA,0.115680525,2.186720994,1.745347517,2.207070707,1.684210526,19,19,7261500
swe.p_ond,0.115873016,0.293253585,0,6.57E-04,0.075844039,0.104017011,NA,NA,NA,0.104538207,0.007014418,0.019049142,0,0.008507648,18,18,7261500
annualnoflowdays,0.26742532,0.013464326,0.058823529,0.655432761,0.144262744,0.018669926,0.077840975,0.144262744,5.26E-41,0.046583957,2.578947368,16.57894737,0,2,19,19,7264000
zeroflowfirst,-0.242857143,0.130555363,-1.570261438,-0.943554332,0.03280495,0.432037254,-0.007650238,0.03280495,1.78E-04,0.404478106,125.75,120.8461538,123.5,104,8,8,7264000
peak2z_length,-0.29047619,0.069036348,-0.4625,-0.104081683,0.002788981,0.820152663,NA,NA,NA,0.364079525,21.875,24.92307692,21,16.5,8,8,7264000
p_mm_cy,0.06401138,0.580091371,2.375,4.162162162,0.034841228,0.261821203,NA,NA,NA,0.895466214,1264.052632,1306.157895,1283,1242,19,19,7264000
p_mm_amj,0.048364154,0.67816295,0.764705882,1.289747237,0.015219437,0.460570682,NA,NA,NA,0.872410447,344.8947368,362,335,354,19,19,7264000
p_mm_jas,0.20056899,0.078396503,1.833333333,2.21468432,0.087919354,0.070659623,NA,NA,NA,0.48793053,233.4210526,256.1578947,227,243,19,19,7264000
p_mm_ond,-0.119487909,0.296617005,-2.071428571,-1.391399497,0.010925212,0.532287353,NA,NA,NA,0.501845114,382.5789474,366.0526316,378,369,19,19,7264000
p_mm_jfm,0.167852063,0.141283244,2.04,2.049130102,0.063151501,0.128032208,NA,NA,NA,0.465446047,303.1578947,321.9473684,293,299,19,19,7264000
pet_mm_cy,0.274537696,0.015753835,3.076923077,3.414596783,0.168496945,0.010473468,NA,NA,NA,0.002896478,1286.473684,1372.052632,1266,1344,19,19,7264000
pet_mm_amj,0.254623044,0.025157286,1,1.086552139,0.134930423,0.023287317,NA,NA,NA,0.028491974,430.7894737,453,424,443,19,19,7264000
pet_mm_jas,0.305832148,0.007127815,1.772727273,1.483203852,0.119527317,0.03349801,NA,NA,NA,0.001696535,458.4210526,500.6842105,448,493,19,19,7264000
pet_mm_ond,0.201991465,0.076110546,0.6,0.600065653,0.089865988,0.067470857,NA,NA,NA,0.021860018,192.7894737,208.3684211,196,210,19,19,7264000
pet_mm_jfm,0.088193457,0.442896765,0.285714286,0.24477514,0.016845088,0.437372445,NA,NA,NA,0.365262006,204.4736842,210,203,211,19,19,7264000
T_max_c_cy,0.143669986,0.208684671,0.022842465,0.021304867,0.056219945,0.151762167,NA,NA,NA,0.130083157,22.34366416,22.83060775,22.20931507,22.66958904,19,19,7264000
T_max_c_amj,0.073968706,0.521381174,0.012087912,0.020892227,0.041059346,0.222434281,NA,NA,NA,0.447789773,26.97698091,27.45425101,27.18571429,27.06263736,19,19,7264000
T_max_c_jas,0.058321479,0.615051322,0.015714286,0.01313042,0.008750588,0.576426675,NA,NA,NA,0.339401365,31.92643021,32.44811213,31.875,32.31521739,19,19,7264000
T_max_c_ond,0.20625889,0.070240863,0.03521739,0.03751005,0.103638512,0.0487195,NA,NA,NA,0.029561459,16.65926773,17.48043478,16.82608696,17.75,19,19,7264000
T_max_c_jfm,0.089615932,0.435709913,0.018389499,0.013564706,0.009413596,0.562262162,NA,NA,NA,0.729113675,13.69467772,13.81829638,13.86666667,14.03956044,19,19,7264000
T_min_c_cy,0.19772404,0.08275447,0.018306011,0.014912276,0.061302672,0.133943231,NA,NA,NA,0.115680525,10.70844,10.98361495,10.72630137,11.15643836,19,19,7264000
T_min_c_amj,0.19772404,0.08275447,0.024468865,0.024833433,0.091265989,0.065268822,NA,NA,NA,0.039985043,15.13580104,15.7406015,15.02527473,15.70659341,19,19,7264000
T_min_c_jas,0.152204836,0.182655913,0.016095318,0.018566511,0.065434459,0.121115283,NA,NA,NA,0.122720976,19.84559497,20.26338673,19.97717391,20.24673913,19,19,7264000
T_min_c_ond,0.078236131,0.497212088,0.013545151,0.012633744,0.01500994,0.463697357,NA,NA,NA,0.583204246,5.400629291,5.551716247,5.356521739,5.659782609,19,19,7264000
T_min_c_jfm,0.046941679,0.687462554,0.013191697,0.003498869,7.12E-04,0.873649016,NA,NA,NA,0.976988121,2.338382495,2.26409678,2.17,2.201111111,19,19,7264000
pcumdist10days,0.06970128,0.545317769,0.15,0.131524237,0.009206052,0.566623673,0.003961815,0.009206052,0.122953525,0.639830425,32.63157895,33.78947368,29,31,19,19,7264000
pcumdist50days,-0.13940256,0.222481213,-0.555555556,-0.574132837,0.05605159,0.152394746,-0.003024512,0.05605159,0.004858654,0.704215947,192.9473684,186.7894737,195,193,19,19,7264000
pcumdist90days,0.241820768,0.033377563,0.4,0.340190393,0.062383816,0.130451971,0.001027873,0.062383816,0.206222547,0.090081995,328.3684211,333.5789474,333,336,19,19,7264000
swe_mm_cy,0.048048048,0.683402792,0,0.089378853,0.010001008,0.555923174,NA,NA,NA,0.313581237,7.888888889,11,5.5,10,18,18,7264000
swe_mm_amj,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,7264000
swe_mm_jas,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,7264000
swe_mm_ond,-0.022222222,0.836062789,0,0.071685972,0.015456753,0.470026829,NA,NA,NA,0.941286416,1.722222222,3.888888889,0,0,18,18,7264000
swe_mm_jfm,0.050793651,0.669751666,0,0.065894466,0.005329853,0.67219205,NA,NA,NA,0.371462645,7.722222222,9.944444444,5.5,7.5,18,18,7264000
srad_wm2_cy,0.376955903,9.03E-04,0.40604629,0.358250993,0.308089896,2.98E-04,NA,NA,NA,7.86E-05,188.1912438,196.8973954,186.4821918,196.9232877,19,19,7264000
srad_wm2_amj,0.371266003,0.001080446,0.623376627,0.565849294,0.243836281,0.001629257,NA,NA,NA,0.001592442,248.5818392,260.4071718,246.6263736,260.978022,19,19,7264000
srad_wm2_jas,0.371266003,0.001080446,0.628623189,0.608680191,0.215487305,0.003326945,NA,NA,NA,5.79E-05,246.7454233,263.2791762,245.7391304,262.1847826,19,19,7264000
srad_wm2_ond,0.165007112,0.148209932,0.163043479,0.16618339,0.069275084,0.110359466,NA,NA,NA,0.136483795,122.1905034,126.1018307,123.1847826,126.8804348,19,19,7264000
srad_wm2_jfm,0.172119488,0.131393728,0.15,0.090131894,0.02178617,0.37651308,NA,NA,NA,0.085020767,134.8537755,137.3612171,133.8888889,138.4333333,19,19,7264000
p.pet_cy,-0.012802276,0.919887654,-4.02E-04,6.82E-04,0.00128337,0.830916486,NA,NA,NA,0.339401365,0.988474549,0.959798903,1.03058104,0.921331316,19,19,7264000
swe.p_cy,0.027027027,0.823801224,6.91E-06,7.99E-05,0.012858372,0.503980536,NA,NA,NA,0.385912524,0.005878499,0.008809971,0.0044801,0.007795889,18,18,7264000
p.pet_jfm,0.118065434,0.302589503,0.007983193,0.008448456,0.035945105,0.254261708,NA,NA,NA,0.817463305,1.504729564,1.557120695,1.426540284,1.411764706,19,19,7264000
swe.p_jfm,0.038095238,0.752010916,0,1.68E-04,0.00236361,0.778270462,NA,NA,NA,0.380563253,0.026851251,0.035558155,0.01918523,0.026703554,18,18,7264000
p.pet_amj,0.015647226,0.899954324,8.72E-04,6.87E-04,7.46E-04,0.870656122,NA,NA,NA,0.795114839,0.814993993,0.80475147,0.784172662,0.813793103,19,19,7264000
swe.p_amj,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,7264000
p.pet_jas,0.081081081,0.481416167,0.001578479,0.00283584,0.024018968,0.352847337,NA,NA,NA,0.817463305,0.522012751,0.52238535,0.503984064,0.470842333,19,19,7264000
swe.p_jas,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,7264000
p.pet_ond,-0.174964438,0.12508566,-0.018501473,-0.010840148,0.020535568,0.390722273,NA,NA,NA,0.222961226,2.008625001,1.826940936,2.08994709,1.847619048,19,19,7264000
swe.p_ond,-0.019047619,0.861154625,0,2.26E-04,0.0145398,0.483605143,NA,NA,NA,0.97064887,0.005122459,0.011166164,0,0,18,18,7264000
annualnoflowdays,0.025604552,0.825085263,0,-0.348944086,0.020368443,0.392677331,-0.018647878,0.020368443,6.38E-08,0.556765223,19.52631579,18.21052632,1,11,19,19,7297910
zeroflowfirst,0.343873518,0.023033101,1.514285714,1.359987453,0.207316276,0.029019707,0.013064838,0.207316276,1.22E-13,0.023527833,86.8,122,88,122,10,10,7297910
peak2z_length,-0.229249012,0.132087377,-0.159722222,-0.16014699,0.044335731,0.334860779,NA,NA,NA,0.291628533,13.9047619,9.856227106,9.583333333,7,10,10,7297910
p_mm_cy,-0.081081081,0.481346858,-1.454545455,-0.545245651,0.002200327,0.779743988,NA,NA,NA,0.422007443,487.1578947,464.8947368,502,484,19,19,7297910
p_mm_amj,-0.036984353,0.753150265,-0.24,-0.281102965,0.002309201,0.77449846,NA,NA,NA,0.629859719,160.8421053,152.8947368,163,145,19,19,7297910
p_mm_jas,-0.007112376,0.959886855,-0.05,0.078236131,1.50E-04,0.941784132,NA,NA,NA,0.439081326,198.1052632,179.6315789,203,187,19,19,7297910
p_mm_ond,-0.075391181,0.513213348,-0.571428571,-0.214465478,0.002096639,0.784870955,NA,NA,NA,0.792719011,78.47368421,77.94736842,70,60,19,19,7297910
p_mm_jfm,-0.083926031,0.465591681,-0.357142857,-0.127913338,0.001722515,0.804596434,NA,NA,NA,1,49.73684211,54.42105263,41,45,19,19,7297910
pet_mm_cy,0.386913229,6.56E-04,5.391304348,5.735966736,0.294056264,4.37E-04,NA,NA,NA,0.002512585,1658.789474,1774.315789,1670,1746,19,19,7297910
pet_mm_amj,0.250355619,0.027788651,1.909090909,2.027245869,0.145370608,0.018185595,NA,NA,NA,0.036839472,571.3684211,612.1578947,570,602,19,19,7297910
pet_mm_jas,0.179231863,0.116040492,1.058823529,0.976036766,0.060097624,0.13795327,NA,NA,NA,0.039557287,566.3157895,596.3157895,566,594,19,19,7297910
pet_mm_ond,0.293029872,0.009941665,1.1875,1.233285917,0.180405232,0.007860853,NA,NA,NA,0.042420818,258.1052632,277,258,287,19,19,7297910
pet_mm_jfm,0.300142248,0.008277955,1.52173913,1.499398184,0.183210637,0.007344613,NA,NA,NA,0.033052105,263,288.8421053,266,304,19,19,7297910
T_max_c_cy,0.294452347,0.009602825,0.039726027,0.038940715,0.208146883,0.00399067,NA,NA,NA,0.016776766,21.76208545,22.50368488,21.8860274,22.60547945,19,19,7297910
T_max_c_amj,0.145092461,0.204133528,0.030058177,0.030219239,0.054632114,0.15784414,NA,NA,NA,0.193862493,26.69485252,27.33117409,26.74725275,27.22197802,19,19,7297910
T_max_c_jas,0.143669986,0.208684671,0.024637681,0.023195621,0.03751984,0.243922539,NA,NA,NA,0.130083157,30.69668192,31.33878719,30.41195652,31.26956522,19,19,7297910
T_max_c_ond,0.240398293,0.034679588,0.050194099,0.04846632,0.135537462,0.022955422,NA,NA,NA,0.079738762,15.90308924,16.67454233,15.70217391,16.97717391,19,19,7297910
T_max_c_jfm,0.258890469,0.022864294,0.063680334,0.054134674,0.138416906,0.021443633,NA,NA,NA,0.09038164,13.64866397,14.57083542,13.58555556,14.58222222,19,19,7297910
T_min_c_cy,0.153627312,0.178528332,0.013719705,0.010913509,0.047144606,0.190384779,NA,NA,NA,0.132681365,5.819716375,6.088400487,5.805205479,6.200273973,19,19,7297910
T_min_c_amj,0.018492176,0.880083901,0.001831502,0.005756034,0.00546216,0.659231275,NA,NA,NA,0.469911859,9.939618277,10.19502603,9.893406593,10.01648352,19,19,7297910
T_min_c_jas,0.19487909,0.087306739,0.017958412,0.017300794,0.085965174,0.074016297,NA,NA,NA,0.074720114,15.64616705,16.03649886,15.49456522,16.06195652,19,19,7297910
T_min_c_ond,0.095305832,0.406682569,0.013486312,0.013795035,0.032463911,0.279041511,NA,NA,NA,0.35434426,0.303089245,0.585526316,0.338043478,0.432608696,19,19,7297910
T_min_c_jfm,0.06116643,0.597485454,0.007638889,0.006700348,0.00546378,0.659183807,NA,NA,NA,0.563490525,-2.730816786,-2.583720841,-2.77,-2.677777778,19,19,7297910
pcumdist10days,-0.039829303,0.734216578,-0.111111111,0.003282635,3.82E-06,0.990706899,6.52E-05,3.82E-06,0.975044015,0.640362057,51.26315789,49.36842105,51,44,19,19,7297910
pcumdist50days,-0.036984353,0.753112465,-0.076923077,0.033154612,1.72E-04,0.937716972,2.48E-04,1.72E-04,0.846228332,0.492427982,130.4210526,136.6842105,132,134,19,19,7297910
pcumdist90days,-0.073968706,0.521249427,-0.5,-0.538352117,0.011315228,0.525017382,-0.001978274,0.011315228,0.027396688,0.640325468,269.4736842,274.8421053,275,279,19,19,7297910
swe_mm_cy,-0.064564565,0.581722788,-0.088932806,-0.153864391,0.027034856,0.330823214,NA,NA,NA,0.483629385,15.72222222,12,13,10,18,18,7297910
swe_mm_amj,-0.023809524,0.749867786,0,-0.035392535,0.033723398,0.283674911,NA,NA,NA,0.493345284,1.117647059,0.210526316,0,0,17,17,7297910
swe_mm_jas,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,7297910
swe_mm_ond,-0.03015873,0.805069546,0,-0.033590734,0.002141732,0.788686158,NA,NA,NA,0.949267888,7.333333333,6.5,4.5,4.5,18,18,7297910
swe_mm_jfm,-0.03015873,0.805439513,0,-0.123680824,0.015336532,0.471772271,NA,NA,NA,0.535686709,13.61111111,10.33333333,9.5,10,18,18,7297910
srad_wm2_cy,0.399715505,4.31E-04,0.150266759,0.150036899,0.227425635,0.002468714,NA,NA,NA,0.001990997,215.2889911,218.3364962,215.3945205,219.2164384,19,19,7297910
srad_wm2_amj,0.322901849,0.0044937,0.253434069,0.243103761,0.207464554,0.004058489,NA,NA,NA,0.011864949,285.2325043,290.0370156,285.0769231,289.5054945,19,19,7297910
srad_wm2_jas,0.13086771,0.252568171,0.116638796,0.098171002,0.027421223,0.320432777,NA,NA,NA,0.118286944,268.8060641,272.1304348,269.2934783,272.3695652,19,19,7297910
srad_wm2_ond,0.109530583,0.339342717,0.065217391,0.096454754,0.058474554,0.143560193,NA,NA,NA,0.469911859,143.3501144,144.6590389,144.2826087,145.6304348,19,19,7297910
srad_wm2_jfm,0.266002845,0.019348688,0.180780781,0.164533929,0.135612034,0.022914974,NA,NA,NA,0.053971631,163.5124285,166.3180515,164.1318681,167.6777778,19,19,7297910
p.pet_cy,-0.140825036,0.217931652,-0.001497861,-0.001146492,0.020754485,0.388181869,NA,NA,NA,0.181427015,0.296839582,0.266616874,0.313358302,0.266226623,19,19,7297910
swe.p_cy,-0.042042042,0.723991139,-1.21E-04,-1.87E-04,0.010011148,0.555721936,NA,NA,NA,0.57825686,0.031977798,0.027144797,0.026303652,0.021383648,18,18,7297910
p.pet_jfm,-0.157894737,0.166692609,-0.002169801,-0.001302229,0.008976579,0.571521972,NA,NA,NA,0.603225988,0.19911049,0.209250227,0.153846154,0.154639175,19,19,7297910
swe.p_jfm,-0.003174603,0.9891284,0,5.69E-04,7.48E-04,0.874155116,NA,NA,NA,0.254585185,0.286652698,0.229218336,0.256776557,0.158554572,18,18,7297910
p.pet_amj,-0.06685633,0.563056451,-0.001027876,-0.001092694,0.008633058,0.579010051,NA,NA,NA,0.401554317,0.289928892,0.260172826,0.294755877,0.25261324,19,19,7297910
swe.p_amj,-0.026984127,0.715590307,0,-2.72E-04,0.050921506,0.185732854,NA,NA,NA,0.493345284,0.006441483,0.001226077,0,0,17,17,7297910
p.pet_jas,-0.046941679,0.687462554,-9.31E-04,-4.40E-04,0.001216562,0.835314197,NA,NA,NA,0.310719023,0.357521504,0.309636261,0.367537313,0.333333333,19,19,7297910
swe.p_jas,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,7297910
p.pet_ond,-0.109530583,0.339342717,-0.002649129,-0.002251595,0.010954332,0.531738416,NA,NA,NA,0.563490525,0.323238414,0.305582726,0.271317829,0.211267606,19,19,7297910
swe.p_ond,-0.006349206,0.967267503,0,2.44E-04,4.28E-04,0.904677863,NA,NA,NA,0.962008782,0.110483798,0.097760687,0.053205128,0.081653463,18,18,7297910
annualnoflowdays,0.095305832,0.398460093,0,1.277163803,0.038330733,0.238792634,0.021580462,0.038330733,1.28E-28,0.048482075,38.05263158,81.63157895,3,57,19,19,7300500
zeroflowfirst,-0.249230769,0.077557058,-1.043478261,-0.808671614,0.065946618,0.20537034,-0.007711606,0.065946618,3.17E-06,0.107705713,117.1,94.6875,106.5,94,10,10,7300500
peak2z_length,-0.175384615,0.216335694,-0.12,-0.134453659,0.054964127,0.248993056,NA,NA,NA,0.107524951,16.59833333,12.20729167,16.66666667,10.58333333,10,10,7300500
p_mm_cy,-0.025604552,0.830750384,-0.823529412,-0.690994638,0.00273264,0.755275157,NA,NA,NA,0.599211884,612.8947368,573.4736842,618,578,19,19,7300500
p_mm_amj,-0.102418208,0.372030821,-1.214285714,-0.536054273,0.003967935,0.707133945,NA,NA,NA,0.539794857,233,218.9473684,233,209,19,19,7300500
p_mm_jas,0.119487909,0.296693374,1.454545455,1.067950542,0.023032097,0.363052348,NA,NA,NA,0.737053393,191.6842105,181.2631579,197,190,19,19,7300500
p_mm_ond,-0.086770982,0.450517328,-0.666666667,-0.699857752,0.0154361,0.45737139,NA,NA,NA,0.539728301,108.4210526,100.2105263,99,71,19,19,7300500
p_mm_jfm,-0.098150782,0.392462639,-0.714285714,-0.523033155,0.016153165,0.447023592,NA,NA,NA,0.549424091,79.78947368,73.05263158,74,54,19,19,7300500
pet_mm_cy,0.300142248,0.008277955,4,4.752817595,0.173433634,0.009301266,NA,NA,NA,0.021075041,1678.473684,1777,1701,1772,19,19,7300500
pet_mm_amj,0.140825036,0.2176163,1.5,1.978881716,0.093937499,0.061268104,NA,NA,NA,0.286363361,561.3684211,596.4736842,563,577,19,19,7300500
pet_mm_jas,0.044096728,0.705968193,0.25,0.305285042,0.00458355,0.686311809,NA,NA,NA,0.169922305,601.2631579,623.5789474,592,613,19,19,7300500
pet_mm_ond,0.240398293,0.034650964,1.083333333,1.172994857,0.14919133,0.016608119,NA,NA,NA,0.05581655,257.3157895,277.3157895,255,284,19,19,7300500
pet_mm_jfm,0.209103841,0.066331722,1.305555556,1.29565598,0.122256119,0.031410562,NA,NA,NA,0.108240842,258.5263158,279.6315789,266,289,19,19,7300500
T_max_c_cy,0.260312945,0.022132474,0.037401174,0.037642862,0.16507266,0.011369914,NA,NA,NA,0.031926026,22.8385803,23.55868384,22.79754098,23.58821918,19,19,7300500
T_max_c_amj,0.116642959,0.308485636,0.025856496,0.035263194,0.057107024,0.148475911,NA,NA,NA,0.422032839,27.59606709,28.24349335,27.88461538,27.83736264,19,19,7300500
T_max_c_jas,0.06116643,0.597485454,0.011290323,0.012692974,0.010612215,0.538251968,NA,NA,NA,0.171981443,32.64959954,33.19462243,32.39347826,32.97608696,19,19,7300500
T_max_c_ond,0.263157895,0.020709971,0.051086956,0.051475164,0.141174613,0.020087978,NA,NA,NA,0.034446421,16.8034897,17.67562929,16.89673913,17.85652174,19,19,7300500
T_max_c_jfm,0.229018492,0.044272168,0.057843223,0.051429948,0.105922986,0.046163581,NA,NA,NA,0.162899887,14.18744746,15.00824947,14.33111111,14.92111111,19,19,7300500
T_min_c_cy,0.06116643,0.597485454,0.005515982,0.006830077,0.015458316,0.457045286,NA,NA,NA,0.385423739,7.816463059,8.026730846,7.875890411,8.057260274,19,19,7300500
