metric,mk_tau,mk_p,sen_slope,lin_slope,lin_r2,lin_p,pois_slope,pois_r2,pois_p,mw_p,mw_meanGroup1,mw_meanGroup2,mw_medianGroup1,mw_medianGroup2,n_yrGroup1,n_yrGroup2,gage_ID
swe_mm_ond,-0.255555556,0.029131275,-0.525575448,-0.698326898,0.201723093,0.005999363,NA,NA,NA,0.033886054,26.27777778,13.61111111,24.5,12.5,18,18,11200800
swe_mm_jfm,-0.298412698,0.010832606,-1.051587302,-1.13963964,0.150567226,0.019362634,NA,NA,NA,0.005900376,63.88888889,35.5,57,35.5,18,18,11200800
srad_wm2_cy,0.231863442,0.041685271,0.104109591,0.105861971,0.133725849,0.023960009,NA,NA,NA,0.053275147,229.5842539,231.932898,229.4986301,231.8684932,19,19,11200800
srad_wm2_amj,0.120910384,0.29094994,0.112026861,0.132873364,0.036404515,0.251192553,NA,NA,NA,0.418073596,314.2296125,317.1573164,315.967033,317.1868132,19,19,11200800
srad_wm2_jas,-0.015647226,0.899954324,-0.006599379,-0.006848337,3.27E-04,0.914141881,NA,NA,NA,0.885313346,299.7311213,299.6601831,300.5978261,300.3695652,19,19,11200800
srad_wm2_ond,0.120910384,0.29094994,0.105590064,0.077256098,0.02515866,0.341530928,NA,NA,NA,0.452258272,144.1933638,145.4954233,143.7065217,144.5543478,19,19,11200800
srad_wm2_jfm,0.220483642,0.05285872,0.24825175,0.22405343,0.10829679,0.043650529,NA,NA,NA,0.03713018,159.729484,165.0813958,157.4505495,167.6593407,19,19,11200800
p.pet_cy,-0.109530583,0.339342717,-0.003113073,-0.00381131,0.046933869,0.191402978,NA,NA,NA,0.258179952,0.549281928,0.455415477,0.589440504,0.465964912,19,19,11200800
swe.p_cy,-0.405405405,4.34E-04,-0.002130308,-0.002091151,0.36310315,7.93E-05,NA,NA,NA,4.28E-05,0.102801506,0.054184177,0.102810515,0.052505967,18,18,11200800
p.pet_jfm,-0.152204836,0.182655913,-0.026019691,-0.027760574,0.057139068,0.148358658,NA,NA,NA,0.122720976,2.592402968,1.868791278,2.103658537,1.705521472,19,19,11200800
swe.p_jfm,-0.301587302,0.010042892,-0.002256487,-0.002613291,0.170890207,0.01220977,NA,NA,NA,0.018705941,0.163738897,0.109769669,0.146517848,0.107171115,18,18,11200800
p.pet_amj,-0.018492176,0.880083901,-4.61E-04,-7.00E-04,0.002234958,0.77806064,NA,NA,NA,0.976988121,0.214392456,0.186573368,0.165975104,0.176220807,19,19,11200800
swe.p_amj,-0.223809524,0.056125743,-0.005798607,-0.012119569,0.198782025,0.006424467,NA,NA,NA,0.182637253,0.344045122,0.111840476,0.235602094,0.076923077,17,17,11200800
p.pet_jas,-0.221906117,0.05011967,-3.55E-04,-8.97E-04,0.155951242,0.014139506,NA,NA,NA,0.078426776,0.026579163,0.010617645,0.016885553,0.007285974,19,19,11200800
swe.p_jas,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,16,16,11200800
p.pet_ond,-0.046941679,0.687462554,-0.002024259,-0.004257101,0.003689382,0.717161314,NA,NA,NA,0.953994927,1.185717898,1.149926802,1.209580838,1.068062827,19,19,11200800
swe.p_ond,-0.307936508,0.008567853,-0.002602543,-0.002746754,0.20759859,0.00523,NA,NA,NA,0.002641983,0.128987211,0.065274374,0.126602564,0.060781554,18,18,11200800
annualnoflowdays,-0.419354839,7.30E-04,-9.183333333,-10.53665689,0.633541258,5.15E-08,-0.099929637,0.633541258,0,1.30E-05,249.3076923,35.31578947,248,1,13,13,11216400
zeroflowfirst,0.406666667,0.001343633,1.878205128,8.977287133,0.40699078,6.01E-04,0.10096994,0.40699078,0,8.16E-04,15.23076923,178.25,1,239,13,13,11216400
peak2z_length,0.151515152,0.337310529,0.25,0.16998938,0.003398832,0.796633805,NA,NA,NA,0.716706323,19.95833333,26.85,14,17.5,12,12,11216400
p_mm_cy,-0.055476529,0.632840694,-2.2,-4.230550388,0.015710208,0.453372828,NA,NA,NA,0.623543823,1061.736842,944.5263158,1062,891,19,19,11216400
p_mm_amj,0.036984353,0.753238399,0.428571429,0.266987635,0.001003285,0.850264846,NA,NA,NA,0.579037444,139.6842105,141.8947368,113,131,19,19,11216400
p_mm_jas,-0.160739687,0.158763695,-0.333333333,-0.962906226,0.127995549,0.027432706,NA,NA,NA,0.214412183,37.47368421,18.84210526,26,22,19,19,11216400
p_mm_ond,-0.025604552,0.830750384,-0.818181818,-0.714410767,0.001753776,0.802865957,NA,NA,NA,0.781499644,305.3684211,307.4210526,287,305,19,19,11216400
p_mm_jfm,-0.091038407,0.428306685,-3.235294118,-2.820221031,0.013595251,0.485717878,NA,NA,NA,0.248805484,579.2105263,476.3684211,487,476,19,19,11216400
pet_mm_cy,0.248933144,0.028654801,1.413793103,1.554765292,0.126326467,0.028534892,NA,NA,NA,0.035511078,1132.368421,1163.789474,1140,1174,19,19,11216400
pet_mm_amj,0.132290185,0.247130554,0.583333333,0.422037422,0.021623901,0.378316058,NA,NA,NA,0.209143545,374.7894737,387.6842105,385,396,19,19,11216400
pet_mm_jas,0.20056899,0.078144987,0.482758621,0.474121895,0.1151332,0.037153796,NA,NA,NA,0.057590561,439.0526316,449.3157895,444,455,19,19,11216400
pet_mm_ond,0.099573257,0.385125298,0.2,0.247291826,0.044031809,0.206069005,NA,NA,NA,0.758985303,164.0526316,166.3684211,164,167,19,19,11216400
pet_mm_jfm,0.184921764,0.104347962,0.416666667,0.411314148,0.081776437,0.0817751,NA,NA,NA,0.248313094,154.4736842,160.4210526,156,163,19,19,11216400
T_max_c_cy,0.189189189,0.097016806,0.019123288,0.022154508,0.0979803,0.055682566,NA,NA,NA,0.201433384,14.49446866,14.84905102,14.70082192,14.85643836,19,19,11216400
T_max_c_amj,0.038406828,0.743766572,0.010815501,0.011376194,0.005452846,0.65950435,NA,NA,NA,0.817463305,15.77148641,16.11561596,16.36153846,16.5021978,19,19,11216400
T_max_c_jas,0.305832148,0.007136907,0.037409421,0.042050196,0.234856888,0.002046891,NA,NA,NA,0.031926026,23.11905034,23.8791762,23.13043478,24,19,19,11216400
T_max_c_ond,0.115220484,0.314534699,0.019021739,0.017021889,0.017426028,0.429508456,NA,NA,NA,0.644145201,11.01355835,11.18586957,10.7,10.87826087,19,19,11216400
T_max_c_jfm,0.075391181,0.513279941,0.014091464,0.018113508,0.023774507,0.355339156,NA,NA,NA,0.908139053,7.958160787,8.100843776,7.981111111,7.792307692,19,19,11216400
T_min_c_cy,0.231863442,0.041685271,0.015403349,0.015387659,0.090185109,0.066962328,NA,NA,NA,0.057106402,1.343619086,1.65748492,1.503005464,1.787123288,19,19,11216400
T_min_c_amj,0.035561878,0.762861164,0.004356358,0.009490542,0.006841503,0.621522054,NA,NA,NA,0.623543823,2.229323308,2.522903412,2.430769231,2.818681319,19,19,11216400
T_min_c_jas,0.413940256,2.67E-04,0.056346424,0.052215779,0.333520903,1.47E-04,NA,NA,NA,0.00178181,8.160983982,9.17631579,8.241304348,8.95326087,19,19,11216400
T_min_c_ond,-0.041251778,0.724828263,-0.00300207,0.004623758,0.002916254,0.747446931,NA,NA,NA,0.885313346,-1.16167048,-0.985469108,-0.935869565,-1.152173913,19,19,11216400
T_min_c_jfm,-0.06970128,0.546208418,-0.013055556,-0.005133088,0.003257974,0.733570075,NA,NA,NA,0.35434426,-3.948672964,-4.185274083,-3.825555556,-4.503333333,19,19,11216400
pcumdist10days,-0.049786629,0.668842013,-0.285714286,-0.181310866,7.45E-04,0.870791077,-0.002267412,7.45E-04,0.170551254,0.42182958,86.57894737,73.36842105,57,45,19,19,11216400
pcumdist50days,-0.048364154,0.678050805,-0.125,-0.11861254,0.002866565,0.749538049,-4.20E-04,0.002866565,0.633253359,0.492475379,285.4736842,279.2631579,285,280,19,19,11216400
pcumdist90days,-0.099573257,0.385175487,-0.225806452,-0.195535617,0.022645712,0.367155897,-5.73E-04,0.022645712,0.474108282,0.501587456,342.1052632,339.8421053,347,338,19,19,11216400
swe_mm_cy,0.018018018,0.885585509,1.236111111,0.557610242,6.92E-04,0.877164412,NA,NA,NA,0.594841643,511.3333333,467.3684211,495.5,455,18,18,11216400
swe_mm_amj,0.028571429,0.816850127,0.348148148,-0.031531532,1.13E-05,0.984460896,NA,NA,NA,0.56837313,134.2352941,137,88,131,17,17,11216400
swe_mm_jas,-0.098412698,0.342327282,0,-0.42985843,0.098921671,0.061729257,NA,NA,NA,0.367045458,10.41176471,2.894736842,0,0,17,17,11216400
swe_mm_ond,-0.03968254,0.743719478,-0.45,-0.392535393,0.001891776,0.801136606,NA,NA,NA,1,133.8333333,135.1666667,111.5,116,18,18,11216400
swe_mm_jfm,-0.007936508,0.956545866,-0.311764706,-0.153410553,5.43E-05,0.965970034,NA,NA,NA,0.886777599,384.0555556,358.6111111,275.5,359.5,18,18,11216400
srad_wm2_cy,0.217638691,0.056013638,0.117808221,0.102385854,0.086458553,0.073153677,NA,NA,NA,0.053275147,222.645657,225.1494238,222.2794521,224.7342466,19,19,11216400
srad_wm2_amj,0.085348506,0.458207911,0.086000957,0.087054754,0.011759333,0.516948169,NA,NA,NA,0.589105746,307.4603817,309.5708502,309.4395604,310.5274725,19,19,11216400
srad_wm2_jas,0,1,0,-0.00474079,1.24E-04,0.947120642,NA,NA,NA,0.792730094,289.3798627,289.7448513,289.9891304,290.8586957,19,19,11216400
srad_wm2_ond,0.142247511,0.213235816,0.136413045,0.118928909,0.046482695,0.193603553,NA,NA,NA,0.381089653,136.4845538,138.3918764,136.6086957,138.1521739,19,19,11216400
srad_wm2_jfm,0.189189189,0.097016806,0.218181818,0.211561421,0.074691935,0.096869755,NA,NA,NA,0.031926026,156.8866847,162.6271769,157.1222222,165.4666667,19,19,11216400
p.pet_cy,-0.06685633,0.563056451,-0.003346778,-0.005086232,0.025898158,0.334442211,NA,NA,NA,0.544096062,0.945385978,0.816932654,1.015296367,0.746688742,19,19,11216400
swe.p_cy,0.076576577,0.513111807,0.002373551,0.002636813,0.021059121,0.391462336,NA,NA,NA,1,0.480952983,0.489115265,0.478756596,0.442424242,18,18,11216400
p.pet_jfm,-0.098150782,0.39261231,-0.025518751,-0.028578073,0.025414209,0.339059278,NA,NA,NA,0.270712911,3.901090061,3.079052268,3.044871795,2.944785276,19,19,11216400
swe.p_jfm,0.125396825,0.286770409,0.00401049,0.003840342,0.035524583,0.270953057,NA,NA,NA,0.13200821,0.648735279,0.764556643,0.640617269,0.784306276,18,18,11216400
p.pet_amj,0.029871977,0.801475418,0.001094194,3.27E-04,1.52E-04,0.941357941,NA,NA,NA,0.644145201,0.397928201,0.378903268,0.303763441,0.351206434,19,19,11216400
swe.p_amj,-0.017460317,0.819860755,0,-0.001783786,0.012391386,0.518058013,NA,NA,NA,0.562175249,0.938231768,0.946119989,1,1,17,17,11216400
p.pet_jas,-0.156472262,0.170547744,-8.03E-04,-0.002346857,0.133748996,0.023946904,NA,NA,NA,0.209318055,0.087301654,0.04221531,0.056892779,0.049773756,19,19,11216400
swe.p_jas,-0.053781513,0.616585673,0,-0.001338528,0.001420707,0.829792028,NA,NA,NA,0.599509373,0.236124297,0.173100847,0,0,16,16,11216400
p.pet_ond,-0.012802276,0.919887654,-0.003895161,-0.009852697,0.007343824,0.608957387,NA,NA,NA,0.817463305,1.947943015,1.887742597,1.684210526,1.848484848,19,19,11216400
swe.p_ond,-0.136507937,0.246955459,-0.002607738,-0.001757846,0.02095034,0.39964632,NA,NA,NA,0.371706554,0.429731231,0.389553851,0.436865615,0.379415052,18,18,11216400
annualnoflowdays,0.248933144,0.028646402,3.88,3.513622935,0.126862215,0.028176404,0.017400471,0.126862215,7.73E-62,0.028509354,163.0526316,243.7368421,143,257,19,19,11224500
zeroflowfirst,-0.19047619,0.102867843,-1,-0.96453454,0.050074568,0.189531392,-0.016336732,0.050074568,2.12E-16,0.186044528,70.70588235,48.89473684,72,45,17,17,11224500
peak2z_length,-0.147727273,0.232617628,-0.268614969,-0.311924676,0.015964021,0.4835227,NA,NA,NA,0.296030064,28.28645833,25.71078431,28,21,16,16,11224500
p_mm_cy,-0.145092461,0.204133528,-2.481481481,-3.762118394,0.065463021,0.121031311,NA,NA,NA,0.161087158,479.8421053,394.0526316,435,381,19,19,11224500
p_mm_amj,-0.004267425,0.979927565,0,-0.048911259,2.52E-04,0.924588045,NA,NA,NA,0.559118945,37.68421053,40.15789474,24,30,19,19,11224500
p_mm_jas,-0.314366999,0.005094229,-0.166666667,-0.406937302,0.158976722,0.013154717,NA,NA,NA,0.015477512,11.31578947,3.263157895,5,2,19,19,11224500
p_mm_ond,-0.098150782,0.392462639,-1.052631579,-0.799321589,0.01281916,0.498525212,NA,NA,NA,0.748049344,137.7894737,128.3684211,132,117,19,19,11224500
p_mm_jfm,-0.125177809,0.274024209,-2.583333333,-2.506948244,0.037133716,0.246410862,NA,NA,NA,0.214663145,293.0526316,222.2631579,278,215,19,19,11224500
pet_mm_cy,0.332859175,0.003390182,2.76,2.801619433,0.211428773,0.003679476,NA,NA,NA,0.003186456,1518.157895,1579.947368,1531,1579,19,19,11224500
pet_mm_amj,0.118065434,0.302334653,0.722222222,0.732902943,0.036020752,0.253753278,NA,NA,NA,0.188756352,513.1578947,534.5263158,525,541,19,19,11224500
pet_mm_jas,0.364153627,0.001332138,0.92,0.910384068,0.31138788,2.72E-04,NA,NA,NA,0.001861683,595.3157895,614.2631579,592,615,19,19,11224500
pet_mm_ond,0.160739687,0.158741711,0.4,0.36820221,0.058061004,0.145027864,NA,NA,NA,0.380802839,214.7894737,219.7894737,212,217,19,19,11224500
pet_mm_jfm,0.280227596,0.013691289,0.833333333,0.790130211,0.153967641,0.014823966,NA,NA,NA,0.021874483,194.8947368,211.3684211,195,210,19,19,11224500
T_max_c_cy,0.294452347,0.009602825,0.024784736,0.029028205,0.179821259,0.007972664,NA,NA,NA,0.025270444,22.22346413,22.80696869,22.41616438,22.67315068,19,19,11224500
T_max_c_amj,0.046941679,0.687462554,0.010769231,0.017045532,0.013460222,0.487907182,NA,NA,NA,0.525031445,24.4962406,24.97646038,25.05164835,25.37362637,19,19,11224500
T_max_c_jas,0.368421053,0.001180495,0.047826087,0.046471286,0.313704845,2.56E-04,NA,NA,NA,0.005101866,31.45783753,32.31155606,31.58695652,32.27282609,19,19,11224500
T_max_c_ond,0.081081081,0.481416167,0.017789855,0.014328701,0.014158048,0.476761801,NA,NA,NA,0.469911859,18.04988558,18.32574371,17.75434783,18.14782609,19,19,11224500
T_max_c_jfm,0.19772404,0.08275447,0.036057329,0.038475834,0.107395656,0.04458791,NA,NA,NA,0.122720976,14.76754836,15.49904762,14.58888889,15.33888889,19,19,11224500
T_min_c_cy,0.172119488,0.131393728,0.019378468,0.02265415,0.123018622,0.030850769,NA,NA,NA,0.665016934,7.537891782,7.720902762,7.501643836,7.571780822,19,19,11224500
T_min_c_amj,0.112375533,0.326785805,0.020839874,0.018754066,0.043371059,0.209584071,NA,NA,NA,0.953994927,8.565240023,8.644129555,8.493406593,8.504395604,19,19,11224500
T_min_c_jas,0.348506401,0.002158251,0.039906832,0.035290109,0.220448033,0.002940165,NA,NA,NA,0.171981443,14.27797483,14.66098398,14.13043478,14.51195652,19,19,11224500
T_min_c_ond,0.095305832,0.406682569,0.013558352,0.016545431,0.030028668,0.298139612,NA,NA,NA,0.563490525,4.400457666,4.713272311,4.481521739,4.708695652,19,19,11224500
T_min_c_jfm,0.115220484,0.314534699,0.017952625,0.01991481,0.023623855,0.356886466,NA,NA,NA,0.931039053,2.827720584,2.780675406,2.445555556,2.851648352,19,19,11224500
pcumdist10days,-0.012802276,0.919862403,-0.090909091,-0.574898785,0.004947269,0.674761797,-0.003896958,0.004947269,0.001381876,0.231210424,168.5789474,126.5789474,188,193,19,19,11224500
pcumdist50days,-0.054054054,0.641667285,-0.19047619,-0.063026589,6.80E-04,0.876479227,-2.20E-04,6.80E-04,0.80140132,0.388947364,289.4210526,284.3684211,297,285,19,19,11224500
pcumdist90days,-0.085348506,0.457994615,-0.2,-0.170587592,0.014269225,0.475023942,-5.02E-04,0.014269225,0.531581395,0.511095064,341.1052632,338.4210526,344,338,19,19,11224500
swe_mm_cy,-0.154654655,0.162702967,0,-0.022285443,0.021223651,0.389598526,NA,NA,NA,0.318119824,1.555555556,1.210526316,1,1,18,18,11224500
swe_mm_amj,0.026984127,0.64703072,0,0.002187902,0.006762607,0.633500209,NA,NA,NA,0.643240395,0.058823529,0.105263158,0,0,17,17,11224500
swe_mm_jas,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,11224500
swe_mm_ond,-0.042857143,0.606238766,0,-0.007464607,0.002254934,0.783303386,NA,NA,NA,0.630501322,0.722222222,0.611111111,0,0,18,18,11224500
swe_mm_jfm,-0.120634921,0.273994515,0,-0.024195624,0.0570181,0.160757412,NA,NA,NA,0.344792115,1.166666667,0.722222222,1,1,18,18,11224500
srad_wm2_cy,0.357041252,0.001672394,0.227011214,0.216240142,0.285309495,5.52E-04,NA,NA,NA,0.001266701,228.1161429,232.9413701,227.109589,233.7342466,19,19,11224500
srad_wm2_amj,0.192034139,0.092058968,0.187271058,0.185274076,0.055762995,0.15348581,NA,NA,NA,0.130083157,316.6188548,321.021978,316.6043956,319.3846154,19,19,11224500
srad_wm2_jas,0.277382646,0.014730026,0.14130435,0.13525645,0.150623103,0.01605227,NA,NA,NA,0.012958985,301.694508,304.7757437,300.5217391,304.25,19,19,11224500
srad_wm2_ond,0.20341394,0.074227183,0.180124221,0.178760877,0.103170058,0.049260987,NA,NA,NA,0.181427015,139.7631579,142.798627,139.3478261,143.0326087,19,19,11224500
srad_wm2_jfm,0.257467994,0.023639212,0.374747473,0.369714508,0.160279483,0.01275164,NA,NA,NA,0.005101866,153.892494,162.8041257,153.3222222,163.7222222,19,19,11224500
p.pet_cy,-0.180654339,0.113180066,-0.001856252,-0.002994199,0.08545873,0.074912634,NA,NA,NA,0.096409296,0.318423222,0.250774938,0.284172662,0.233058898,19,19,11224500
swe.p_cy,-0.087087087,0.445319825,0,-6.21E-05,0.027105072,0.330187326,NA,NA,NA,0.524241479,0.004138983,0.003059474,0.001989412,0.002197802,18,18,11224500
p.pet_jfm,-0.152204836,0.182655913,-0.019375096,-0.018935468,0.057751854,0.146135641,NA,NA,NA,0.137774772,1.596105718,1.086233034,1.502702703,1.162162162,19,19,11224500
swe.p_jfm,-0.065079365,0.570900778,0,-1.30E-04,0.04977251,0.19090712,NA,NA,NA,0.633901636,0.005781096,0.003471192,0.001941005,0.003029672,18,18,11224500
p.pet_amj,-0.009957326,0.939871454,-5.78E-05,-2.28E-04,0.00111011,0.84258982,NA,NA,NA,0.665016934,0.079182791,0.078030485,0.044117647,0.055928412,19,19,11224500
swe.p_amj,0.028571429,0.627122884,0,2.37E-05,0.003646656,0.726445459,NA,NA,NA,0.596980671,4.33E-04,0.001716247,0,0,17,17,11224500
p.pet_jas,-0.338549075,0.00261749,-2.82E-04,-7.06E-04,0.167111865,0.01082744,NA,NA,NA,0.009523996,0.019216577,0.005313675,0.008445946,0.003262643,19,19,11224500
swe.p_jas,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,16,16,11224500
p.pet_ond,-0.119487909,0.296693374,-0.005161627,-0.005443592,0.022807755,0.365427349,NA,NA,NA,0.5592695,0.66702592,0.599865342,0.602739726,0.567961165,19,19,11224500
swe.p_ond,-0.019047619,0.827493053,0,-2.72E-05,2.06E-04,0.933833604,NA,NA,NA,0.731296499,0.008887905,0.006642942,0,0,18,18,11224500
annualnoflowdays,0.10516934,0.033908112,0,1.196086254,0.127284198,0.038339665,0.501699794,0.127284198,3.01E-69,0.217596968,0,16.63157895,0,0,15,15,11238600
zeroflowfirst,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.217596968,NA,92.5,NA,92.5,0,0,11238600
peak2z_length,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.217596968,NA,10.9375,NA,10.9375,0,0,11238600
p_mm_cy,-0.027027027,0.82094472,-1.636363636,-2.001094212,0.003256282,0.733636734,NA,NA,NA,0.770302357,1071.894737,997.0526316,1055,922,19,19,11238600
p_mm_amj,0.068278805,0.554423735,0.666666667,0.376955903,0.003118765,0.739121185,NA,NA,NA,0.599111925,130.8421053,136.1578947,103,133,19,19,11238600
p_mm_jas,-0.20625889,0.070107841,-0.625,-0.833789255,0.153172688,0.015107292,NA,NA,NA,0.108221528,35.94736842,19.84210526,28,20,19,19,11238600
p_mm_ond,0,1,0,-0.132399606,5.60E-05,0.964437607,NA,NA,NA,0.682724,309.6842105,329.5789474,285,333,19,19,11238600
p_mm_jfm,-0.086770982,0.450660526,-3.928571429,-1.411861254,0.003067412,0.741203495,NA,NA,NA,0.283646276,595.4210526,511.4736842,559,527,19,19,11238600
pet_mm_cy,0.375533428,9.41E-04,2.333333333,2.475216107,0.28475207,5.60E-04,NA,NA,NA,8.27E-04,1125.263158,1179.210526,1131,1181,19,19,11238600
pet_mm_amj,0.187766714,0.099387287,0.785714286,0.66385819,0.056120557,0.152135262,NA,NA,NA,0.059594365,363.9473684,382.4210526,378,386,19,19,11238600
pet_mm_jas,0.320056899,0.004822874,0.818181818,0.759711128,0.205458624,0.00426438,NA,NA,NA,0.001862758,434.2631579,453.4736842,436,456,19,19,11238600
pet_mm_ond,0.176386913,0.121598504,0.533333333,0.544151439,0.115823822,0.03655389,NA,NA,NA,0.388687551,168.9473684,177.6315789,173,178,19,19,11238600
pet_mm_jfm,0.192034139,0.09195616,0.454545455,0.50749535,0.103876916,0.048446236,NA,NA,NA,0.267152784,158.1052632,165.6842105,159,166,19,19,11238600
T_max_c_cy,0.217638691,0.056013638,0.019023416,0.022961254,0.121054344,0.032313429,NA,NA,NA,0.061157963,12.0656108,12.5061387,12.31260274,12.45534247,19,19,11238600
T_max_c_amj,0.06116643,0.597485454,0.010714286,0.014184229,0.00901803,0.570631148,NA,NA,NA,0.434976755,13.5231926,14.00433777,14.1010989,14.4,19,19,11238600
T_max_c_jas,0.283072546,0.01278759,0.03167702,0.037159189,0.207714382,0.00403353,NA,NA,NA,0.018751515,20.41475973,21.15274599,20.34021739,21.0173913,19,19,11238600
T_max_c_ond,0.120910384,0.29094994,0.02402746,0.020164774,0.024831397,0.344730827,NA,NA,NA,0.544096062,8.51653318,8.824942792,8.172826087,8.57173913,19,19,11238600
T_max_c_jfm,0.092460882,0.421049442,0.016203704,0.020335475,0.031865024,0.283594943,NA,NA,NA,0.729113675,5.697623546,5.933797314,5.878888889,5.634065934,19,19,11238600
T_min_c_cy,0.533428165,2.58E-06,0.045614754,0.043872591,0.489978652,1.00E-06,NA,NA,NA,1.56E-05,-0.588229264,0.28915795,-0.543013699,0.156712329,19,19,11238600
T_min_c_amj,0.233285917,0.040424733,0.037362637,0.034021685,0.08639399,0.073265969,NA,NA,NA,0.038177821,0.435049161,1.21902834,0.746153846,1.630769231,19,19,11238600
T_min_c_jas,0.561877667,7.30E-07,0.074202899,0.073251164,0.568833585,4.56E-08,NA,NA,NA,5.23E-06,6.696338673,8.169050343,6.859782609,8.329347826,19,19,11238600
T_min_c_ond,0.263157895,0.020709971,0.028985507,0.036204013,0.172990572,0.009401018,NA,NA,NA,0.012958985,-3.243249428,-2.456578947,-3.036956522,-2.563043478,19,19,11238600
T_min_c_jfm,0.186344239,0.10218588,0.024986826,0.031770643,0.10881066,0.043124877,NA,NA,NA,0.339401365,-6.342930403,-5.881846282,-6.131111111,-6.016666667,19,19,11238600
pcumdist10days,-0.06970128,0.546081501,-0.4,-0.116095853,2.91E-04,0.91906565,-0.001459434,2.91E-04,0.378935421,0.267152784,86.42105263,72.68421053,49,39,19,19,11238600
pcumdist50days,-0.042674253,0.71515537,-0.125,-0.090163038,0.001863803,0.796901931,-3.18E-04,0.001863803,0.717302695,0.279708346,287.4210526,279.3157895,285,281,19,19,11238600
pcumdist90days,-0.089615932,0.434910257,-0.166666667,-0.155815735,0.015244852,0.460193592,-4.58E-04,0.015244852,0.568088474,0.661025786,341,339.8421053,342,338,19,19,11238600
swe_mm_cy,-0.003003003,0.98956486,-0.196969697,-0.378141299,2.51E-04,0.92578882,NA,NA,NA,0.620103527,662.2222222,608.6315789,630.5,556,18,18,11238600
swe_mm_amj,0.023809524,0.84865087,0.215384615,-0.048777349,4.39E-05,0.96939702,NA,NA,NA,0.836721868,134.1176471,133.5263158,103,133,17,17,11238600
